month,day,year,day_of_year,date,zone,type_of_site,site number1,number_of_visit,site,Latitude,Longitude,Elevation,Net_open,Net_close,Rain_time,Net_no,Temperature,Wind,Cloud,Bander_ID,Band,Species,Sex,Plumage,Beak_length,Beak_depth,Beak_width,Head_length,Head_depth,Head_width,Tarsus,Wing,Mass,Pox_IUR,Pox_scale,pox_size_lesion,Fecal,Philornis,Slide,Swab,Feather,Blood,Recaptured,Notes,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),DL,SMA210,FUL,M,4,8.3,7.6,6.5,27.2,13.6,14.5,17,63,15.41,U,NA,NA,1,A,0,0,1,0,0,,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),DL,DC798,MELA,U,NA,18.1,NA,NA,49.1,NA,NA,27,116,49.27,U,NA,NA,1,A,0,0,1,0,0,,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),DL,SMA211,FUL,U,NA,8.3,6.5,4.9,27.4,13.6,13.3,16.9,58,11.89,U,NA,NA,1,B,0,0,1,0,0,,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),DL,SMA212,FUL,U,NA,8.5,7.6,5.6,28.4,13,12.2,18.7,62,14.2,U,NA,NA,1,B,0,0,1,0,0,Not enough bands,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:15,10:00,0:00,4,22.8,0.1,Overcast (no garua),IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,1,0,,,,
7,11,2022,192,11-Jul-22,El Carmen,Bosque,1,5,Los Manzanillos,-0.699251,-90.4025292,160,6:30,10:00,0:00,4,20.8,0,Overcast + rain,IG,SMA213,PET,M,NA,9.1,NA,NA,31.7,NA,NA,19.3,65,13.69,U,NA,NA,1,A,0,0,1,0,0,,,,
7,11,2022,192,11-Jul-22,El Carmen,Bosque,1,5,Los Manzanillos,-0.699251,-90.4025292,160,6:30,10:00,0:00,4,20.8,0,Overcast + rain,IG,SMA214,PET,M,NA,9.6,NA,NA,32.7,NA,NA,18.4,67,12.38,U,NA,NA,1,A,0,0,1,0,1,,,,
7,11,2022,192,11-Jul-22,El Carmen,Bosque,1,5,Los Manzanillos,-0.699251,-90.4025292,160,6:30,10:00,0:00,4,20.8,0,Overcast + rain,IG,SM398,PET,F,NA,9.1,NA,NA,31.65,NA,NA,18.5,64,12.08,U,NA,NA,1,A,0,0,1,1,0,,,,
7,11,2022,192,11-Jul-22,El Carmen,Bosque,1,5,Los Manzanillos,-0.699251,-90.4025292,160,6:30,10:00,0:00,4,20.8,0,Overcast + rain,IG,SMA215,PET,F,NA,10,NA,NA,32.5,NA,NA,18.6,63,11.42,U,NA,NA,1,B,0,0,1,1,0,,,,
7,11,2022,192,11-Jul-22,El Carmen,Bosque,1,5,Los Manzanillos,-0.699251,-90.4025292,160,6:30,10:00,0:00,4,20.8,0,Overcast + rain,IG,SMA216,PAR,U,NA,7.9,6.85,5.05,27.1,13,13.9,18,60,13.33,U,NA,NA,1,A,0,0,1,1,0,POX: 2 dedos (+base un poco) en un pie,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SM1412,PAL,U,NA,12.8,8.2,5.9,33,14.5,14,19.9,66,21.59,I,C,2.8,1,A,0,1,1,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA217,PET,U,NA,8.9,NA,NA,31.2,NA,NA,17.6,60,11.68,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA218,FUL,M,3,10.4,6.7,5,28.2,12.7,11.9,15.4,60,13.52,U,NA,NA,1,A,0,0,1,1,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA219,PAR,U,NA,8.5,6.5,5.2,26.8,12.7,11.7,18.2,60,12.47,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA220,FUL,U,NA,9.5,7.4,6.2,27.5,12.5,11.2,16.5,58,12.58,U,NA,NA,1,B,0,0,1,0,1,Missing 1 toe,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SM413,FUL,M,3,10.6,7.7,5.8,29,12.5,11.1,17.6,62,14.6,R,NA,NA,1,B,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA221,FUL,M,5,10.2,17.2,5.6,28.5,11.7,10.9,16.4,60,13.66,U,NA,NA,1,A,0,0,1,1,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA222,OLI,U,NA,8.8,3.7,3.9,27.5,9.2,10.2,18,52,8.38,U,NA,NA,1,B,0,0,1,1,0,Small FOR,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA223,FOR,M,4,11.2,8.8,6.6,29.3,13.2,12,18.4,64,16.59,I,B,2.3,1,A,0,1,1,1,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA224,PAR,M,4,8.7,7,4.8,26.5,12.5,10.6,18,61,11.85,U,NA,NA,1,B,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA225,FUL,M,5,9.8,6.8,5.3,27.4,12.7,10,15.9,60,13.1,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA226,FUL,U,NA,9.8,7.4,6.2,28.1,12.6,10,16.9,60,12.36,U,NA,NA,1,B,0,0,1,1,0,Purple poop,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA227,FUL,U,NA,9.5,7,5.3,27.2,11.1,10,16.5,60,12,U,NA,NA,1,A,0,0,1,1,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SM1413,PAL,U,NA,12.9,7.5,6.4,34.6,13.6,12.4,19,68,19.77,U,NA,NA,1,B,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA228,FUL,U,NA,10.2,7.2,5,28.4,11.9,10.9,16.5,59,12.04,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA229,PET,M,NA,10.7,NA,NA,32.1,NA,NA,19,67,11.53,U,NA,NA,1,A,0,0,1,0,1,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SM647,PET,M,NA,10,NA,NA,32,NA,NA,17.9,65,11.9,U,NA,NA,1,A,0,0,1,0,1,Missing 1 toe,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SM405,FUL,M,4,10,7.5,6.2,28.9,12,12.1,18,65,14.47,R,NA,NA,1,A,0,0,1,1,0,Pox on 1 toe,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA230,FUL,U,NA,10.1,6.8,5.9,28,12.2,11.3,17.2,68,13.4,I,A,1.8,1,B,0,1,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,PET1,PET,U,NA,10.5,NA,NA,31.9,NA,NA,18.5,59,10.35,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA231,FUL,M,4,10.5,7.8,6,28.5,11.7,10.7,17.5,65,14.83,U,NA,NA,1,B,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA232,FUL,U,NA,10,6.9,5,28,11,10.5,16,61,12.51,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,SMA233,FUL,U,NA,10.8,7,5.5,29,13,11.2,16.4,60,12.34,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,PET2,PET,U,NA,10,NA,NA,30,NA,NA,18,61,11.33,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,PET3,PET,U,NA,10.3,NA,NA,32.5,NA,NA,18.7,65,11.5,U,NA,NA,1,A,0,0,1,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,YT,PET4,PET,U,NA,10.5,NA,NA,32.4,NA,NA,18,63,11.38,U,NA,NA,1,A,0,0,1,0,0,Missing 1 toe,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SMA234,FUL,U,NA,9.05,6.85,4.9,28.8,12.2,12.85,16.1,61,12.6,R,NA,NA,1,A,0,0,1,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,PET5,PET,U,NA,9.15,NA,NA,31.9,NA,NA,18.5,64,11.36,U,NA,NA,1,A,0,0,1,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,PET6,PET,U,NA,9.3,NA,NA,32.15,NA,NA,20,62,11.5,U,NA,NA,1,A,0,0,0,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,PET7,PET,U,NA,8.95,NA,NA,31.4,NA,NA,18.6,62,10.72,U,NA,NA,1,A,0,0,1,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,PET8,PET,U,NA,9.5,NA,NA,32.2,NA,NA,19.1,60,11.03,U,NA,NA,1,A,0,0,1,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,PET9,PET,U,NA,9.65,NA,NA,32.5,NA,NA,19.1,65,11.38,U,NA,NA,1,A,0,0,1,0,0,Seeds in poop,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,MYI1,MYI,U,NA,10.65,NA,NA,36.4,NA,NA,18.2,66,12.41,U,NA,NA,1,A,0,0,1,1,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SM1414,PAL,U,NA,11.25,8,5.7,34.6,14.1,16.2,19.85,69,21.61,U,NA,NA,1,B,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,MYI2,MYI,U,NA,11.5,NA,NA,37.85,NA,NA,19.4,70,12.66,U,NA,NA,1,A,0,0,1,1,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SMA235,FUL,U,NA,8.65,7.05,5.5,28.6,11.9,13.95,16.3,60,11.71,U,NA,NA,1,A,0,0,1,0,0,Missing 1 toe,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SMA236,FUL,M,3,8.4,7.65,4.9,28,12.9,13.7,17.25,63,14.76,R,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,MYI3,MYI,U,NA,11.9,NA,NA,37.8,NA,NA,19.6,64,12.54,U,NA,NA,1,A,0,0,1,1,0,1 POX toe,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SMA237,FUL,U,NA,9.05,7.9,5.4,28.1,11.85,14,17,61,13.24,I,A,3.3,1,A,0,1,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SMA238,FUL,U,NA,8.55,7.45,5.3,27.8,12.05,14,17.95,58,14.1,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SMA239,FUL,M,4,9.1,7.65,5.3,29.2,12.6,13.3,17,62,13.59,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,MYI4,MYI,U,NA,11.9,NA,NA,38.15,NA,NA,20.2,68,13.55,U,NA,NA,0,A,0,0,1,1,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SM1415,FUL,U,NA,10.3,6.7,5.5,28.3,11.3,10.7,16.5,59,13.22,I,B,2.5,1,B,0,1,1,0,1,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SM240,FUL,M,3,8.75,7,4.6,28,12.1,14.3,16.9,62,13.16,U,NA,NA,1,A,0,0,1,0,0,JUvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,PET10,PET,U,NA,9.3,NA,NA,31.2,NA,NA,17.6,60,10.64,U,NA,NA,1,A,0,0,1,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,PET11,PET,U,NA,9,NA,NA,32.1,NA,NA,19,63,12.14,U,NA,NA,1,A,0,0,1,0,0,,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SMA241,FUL,M,4,9.25,7.3,5.5,29.65,12.8,14.3,17.1,61,14.74,U,NA,NA,1,A,0,0,1,0,0,Juvenile,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,PET12,PET,U,NA,8.5,NA,NA,30.4,NA,NA,17.6,60,10.89,U,NA,NA,1,B,0,0,1,1,1,RECOVERED TOO - Missing 1 toe,POX: 1 toe - appears to be starting,purple poop,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,SM272,FUL,M,5,8.7,7.8,5.15,27.65,12,13.2,18,61,13.07,I,A,2.8,1,A,0,1,1,1,0,Killed,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,ANI,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,A,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,0,0,Not enough bands,,,
7,12,2022,193,12-Jul-22,Cascajo,Agricola,2,5,Rosa Calva,-0.6708169,-90.2627183,260,6:10,10:00,0:00,3,22.8,0.3,Bright overcast,IG,NA,PET,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,NA,0,0,0,1,0,Missing 1 toe,,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SM1416,FOR,M,5,15.7,13.7,8.6,36.1,17.8,15.2,20,75,27.65,R,NA,NA,1,A,0,0,1,1,0,Looks like maybe will have pox soon?,,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SMA242,FUL,M,5,10.5,7.7,5.9,28.5,13.1,12.2,18,64,14.46,U,NA,NA,1,B,0,0,1,1,0,Purple poop,,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SMA243,FUL,U,NA,10,6.9,5.4,26.3,11,10.9,15,60,12.94,U,NA,NA,1,B,0,0,1,0,0,,,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SMA244,FUL,U,NA,10.1,7.1,5.2,29,12.8,10.2,16.7,60,13.65,U,NA,NA,1,B,0,0,1,0,0,,,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SMA245,FUL,U,NA,10.5,7.5,6.5,28.5,12.6,10.3,17.9,60,14.04,U,NA,NA,1,B,0,0,1,1,0,Pox on 1 toe,pics yane,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SMA246,OLI,U,NA,9,4,3.8,28.5,9.2,10.3,18.5,50,9.07,I,A,1.2,1,A,0,1,1,0,0,Looks like maybe will have pox soon?,pics yane,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SMA247,FUL,U,NA,9,7.1,5.7,27.5,12.7,11.7,15.5,60,14.22,U,NA,NA,1,A,0,0,1,1,0,Purple poop,,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SMA248,FUL,U,NA,10,7.4,5.6,27.5,12,11,15.9,58,13.34,U,NA,NA,1,A,0,0,1,0,0,Grooves on beak,,,
7,13,2022,194,13-Jul-22,Santa Rosa,Agricola,3,5,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:00,0:00,4,22,0.3,Overcast,YT,SMA249,FUL,M,5,10.3,7.8,5.7,28.5,13.4,11.3,17,62,14.38,U,NA,NA,1,B,0,0,1,0,0,,,,
